Index volume 2 version2.5	occupation
Ambassador	1115
Band 0	1115
Band 1B	1115
Band 1C	1115
Clerk to the commissioners	1115
Commissioner	1115
Diplomat	1115
Director, deputy	1115
Director, group	1115
Director	1115
Director	1115
Executive, chief	1115
Grade 1	1115
Grade 1	1115
Grade 2	1115
Grade 2	1115
Grade 3	1115
Grade 3	1115
Grade 4	1115
Grade 5	1115
Grade 5	1115
Inspector of Constabulary	1115
Officer, medical, chief	1115
Secretary, assistant	1115
Secretary, command	1115
Secretary, deputy	1115
Secretary, first	1115
Secretary, parliamentary	1115
Secretary, permanent	1115
Secretary, private, parliamentary	1115
Secretary, second	1115
Secretary, under	1115
Servant, civil	1115
Servant, civil	1115
Officer, executive, chief	1115
President, company	1115
President, vice	1115
President	1115
Chairman, company	1115
Chairman	1115
Executive, chief	1115
Keeper of the Signet	1115
Executive, chief	1115
Chairman	1115
Executive, chief	1115
Executive, chief	1115
AM	1116
MEP	1116
MLA	1116
MP	1116
MSP	1116
Member, assembly	1116
Member of European Parliament	1116
Member of Northern Ireland Assembly	1116
Member of Parliament	1116
Member of Scottish Parliament	1116
Member of the Legislative Assembly	1116
Minister	1116
Secretary of state	1116
Councillor	1116
Director, company	1121
Director, company	1121
Director, engineering	1121
Director, managing	1121
Director, managing	1121
Director, manufacturing	1121
Director, operations	1121
Director, technical	1121
Director, technical	1121
Director, works	1121
Director	1121
Director	1121
Director	1121
Director of manufacturing	1121
Manager, abattoir	1121
Manager, brewery	1121
Manager, clothing	1121
Manager, composition	1121
Manager, control, production	1121
Manager, dairy	1121
Manager, divisional	1121
Manager, electro-plating	1121
Manager, engineering	1121
Manager, fabrication	1121
Manager, factory	1121
Manager, floor	1121
Manager, foundry	1121
Manager, general	1121
Manager, house, dye	1121
Manager, line, front	1121
Manager, line, production	1121
Manager, manufacturing	1121
Manager, mill	1121
Manager, operations	1121
Manager, plant	1121
Manager, product	1121
Manager, production	1121
Manager, progress	1121
Manager, regional	1121
Manager, room, composing	1121
Manager, sawmill	1121
Manager, service	1121
Manager, services, technical	1121
Manager, shift, production	1121
Manager, shift	1121
Manager, shop, colour	1121
Manager, shop	1121
Manager, shop	1121
Manager, steelworks	1121
Manager, systems	1121
Manager, technical	1121
Manager, textile	1121
Manager, works	1121
Manager, yard, boat	1121
Manager, yard, ship	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Manager	1121
Owner, foundry	1121
Owner, yard, boat	1121
Owner	1121
Manager, district	1121
Owner, mill, textile	1121
Owner	1121
Owner, sawmill	1121
Owner	1121
Owner	1121
Agent, builder's	1122
Agent, contractor's	1122
Agent, engineering, civil	1122
Agent, site	1122
Agent	1122
Director, building	1122
Director, construction	1122
Director, contracts	1122
Director, managing	1122
Director, technical	1122
Director	1122
Director	1122
Manager, area	1122
Manager, building	1122
Manager, construction	1122
Manager, demolition	1122
Manager, development, property	1122
Manager, development	1122
Manager, engineering	1122
Manager, highway	1122
Manager, highways	1122
Manager, operations	1122
Manager, plant	1122
Manager, production	1122
Manager, service	1122
Manager, services, building	1122
Manager, services, site	1122
Manager, services	1122
Manager, site	1122
Manager, technical	1122
Manager, works	1122
Manager	1122
Manager	1122
Manager	1122
Manager	1122
Manager	1122
Manager	1122
Merchant	1122
Owner	1122
Owner	1122
Owner	1122
Owner	1122
Sub-agent	1122
Master of works	1122
Agent, colliery	1123
Agent, mine	1123
Agent, surface	1123
Agent	1123
Boss, mine	1123
Director, technical	1123
Manager, colliery	1123
Manager, distribution	1123
Manager, exploration, oil	1123
Manager, gas	1123
Manager, installation, offshore	1123
Manager, installations, offshore	1123
Manager, operations	1123
Manager, planning	1123
Manager, production	1123
Manager, production	1123
Manager, quarry	1123
Manager, rig, oil	1123
Manager, service	1123
Manager, service	1123
Manager, station, power	1123
Manager	1123
Manager	1123
Manager	1123
Manager	1123
Manager	1123
Pusher, tool	1123
Owner	1123
Superintendent, drilling	1123
Banker, international	1131
Banker, investment	1131
Banker, merchant	1131
Banker	1131
Chamberlain, burgh	1131
Chamberlain, city	1131
Director, finance	1131
Director, financial	1131
Director of finance	1131
Manager, assessment, credit	1131
Manager, branch	1131
Manager, collateral	1131
Manager, development, agency	1131
Manager, exchange, foreign	1131
Manager, finance	1131
Manager, financial	1131
Manager, market, money	1131
Manager, markets	1131
Manager, operations	1131
Manager, practice, insolvency	1131
Manager, systems, financial	1131
Manager, treasury	1131
Manager	1131
Manager	1131
Manager	1131
Manager	1131
Officer, operating, chief	1131
Principal	1131
Treasurer, company	1131
Treasurer, county	1131
Treasurer	1131
ACIS	1131
Director and Secretary	1131
FCIS	1131
Registrar, company	1131
Registrar	1131
Registrar of stock	1131
Registrar of stocks and bonds	1131
Secretary, company	1131
Secretary and company director	1131
Secretary and legal adviser	1131
Secretary of health authority	1131
Secretary of health board	1131
Secretary-accountant	1131
Secretary-director	1131
Manager, branch	1131
Manager, purchase, hire	1131
Manager	1131
Manager	1131
Manager	1131
Director, account	1132
Director, commercial	1132
Director, development, business	1132
Director, export	1132
Director, marketing	1132
Director, sales	1132
Director, sales and export	1132
Director, sales and marketing	1132
Director, technical	1132
Director	1132
Director	1132
Director	1132
Director	1132
Director	1132
Director of business development	1132
Director of marketing	1132
Director of sales	1132
Head of business development	1132
Head of marketing	1132
Head of sales	1132
Owner	1132
Owner	1132
Director	1132
Director, purchasing	1133
Director of contracts	1133
Manager, bid	1133
Manager, buying	1133
Manager, category	1133
Manager, chain, supply	1133
Manager, commissioning	1133
Manager, contract	1133
Manager, contracts	1133
Manager, procurement	1133
Manager, production, bid	1133
Manager, purchasing	1133
Manager, supplies	1133
Manager, estimating	1133
Director, account	1134
Director, advertising	1134
Director, appeal	1134
Director, appeals	1134
Director, media	1134
Director, relations, public	1134
Director	1134
Director	1134
Director of fund raising	1134
Head	1134
Head of digital media	1134
Head of public affairs	1134
Head of public relations	1134
Owner	1134
Director of external relations	1134
Director, development, management	1135
Director, personnel	1135
Director, recruitment	1135
Director, resources, human	1135
Director, training	1135
Director of communications	1135
Director of human resources	1135
Director of personnel	1135
Director of training	1135
Head of personnel	1135
Manager, delivery, service, HR	1135
Manager, development, employee	1135
Manager, development, self	1135
Manager, development, training	1135
Manager, personnel	1135
Manager, personnel and training	1135
Manager, planning, resource	1135
Manager, relations, employee	1135
Manager, relations, industrial	1135
Manager, resource, human	1135
Manager, resources, human	1135
Manager, staff	1135
Manager, unit, NVQ	1135
Manager, volunteer	1135
Manager	1135
Manager	1135
Partner, business, resources, human	1135
Manager, o and m	1135
Manager, organisation and efficiency	1135
Manager, organisation and methods	1135
Manager, research, operational	1135
Manager, study, works	1135
Manager, recruitment	1135
Manager, services, management	1135
Director, IT	1136
Director, managing, company, software	1136
Director, managing	1136
Director, product	1136
Director, technical, computer	1136
Director, technical	1136
Director, technical	1136
Director, telecommunications	1136
Director	1136
Director of communications	1136
Director of IT	1136
Head of computer services	1136
Head of IT	1136
Owner	1136
Clerk, chief	1139
Clerk, deputy	1139
Clerk, principal	1139
Clerk, staff	1139
Clerk, town	1139
Clerk of the council	1139
Clerk to the board	1139
Clerk to the council	1139
Clerk to the county council	1139
Clerk to the district council	1139
Clerk to the parish council	1139
Collector, rate, chief	1139
Collector, superintendent	1139
Director	1139
Manager, service, registration	1139
Manager, services, environmental	1139
Officer, chief	1139
Director, charity	1139
Manager, branch	1139
Manager, charity	1139
Manager, development, donor	1139
Manager	1139
Manager	1139
Manager	1139
Manager	1139
Ombudsman	1139
Organiser, national	1139
Organiser, national	1139
President, union	1139
President	1139
Secretary, area	1139
Secretary, area	1139
Secretary, area	1139
Secretary, area	1139
Secretary, diocesan	1139
Secretary, general	1139
Secretary, general	1139
Secretary, general	1139
Secretary, general	1139
Secretary, national	1139
Manager	1139
Director, divisional	1139
Manager, operations	1139
Director, technical	1139
Director	1139
Director of research and development	1139
Director, research	1139
Manager, planning	1139
Director, service, customer	1139
Director, services, customer	1139
Manager, centre, mail	1139
Manager, mail	1139
Manager, process	1139
Manager, processing	1139
Manager	1139
Director, accounts	1139
Director, administration	1139
Head of intellectual property	1139
Manager, property, intellectual	1139
Director, services	1139
Secretary, managing	1139
Director	1139
Director	1139
Director	1139
Director	1139
Banker, business	1150
Banker	1150
Director, bank	1150
Head of lending	1150
Manager, bank	1150
Manager, banking	1150
Manager, branch	1150
Manager, branch	1150
Manager, broking	1150
Manager, card, credit	1150
Manager, corporate	1150
Manager, corporate	1150
Manager, equity	1150
Manager, fund, pension	1150
Manager, lending	1150
Manager, mortgage	1150
Manager, office, post	1150
Manager, operations, bank	1150
Manager, operations	1150
Manager, operations	1150
Manager, sales	1150
Manager, sales	1150
Manager, settlements	1150
Manager, society, building	1150
Manager, technical	1150
Manager, technical	1150
Manager, technical	1150
Manager, transaction	1150
Manager, unit, mortgage	1150
Manager	1150
Manager	1150
Manager	1150
Manager	1150
Officer, operating, chief	1150
Officer, operating, chief	1150
Manager, branch	1150
Manager, branch	1150
Manager, company, insurance	1150
Manager, district	1150
Manager, divisional	1150
Manager, insurance	1150
Manager, society, friendly	1150
Manager	1150
Manager, market, mortgages	1150
Manager	1150
Manager	1150
Manager	1150
Manager, collection	1150
Manager, collections	1150
Manager, cost	1150
Manager, costing	1150
Owner	1150
Manager, shipping	1161
Manager	1161
Captain, port	1161
Commandant	1161
Controller, chief	1161
Director, airport	1161
Director, operations	1161
Director, technical	1161
Director, traffic	1161
Husband, ship's	1161
Manager, airport	1161
Manager, area	1161
Manager, berthing	1161
Manager, branch	1161
Manager, branch	1161
Manager, capacity, cargo	1161
Manager, crew	1161
Manager, delivery, home	1161
Manager, delivery, operations	1161
Manager, district	1161
Manager, divisional	1161
Manager, docks	1161
Manager, fleet, transport	1161
Manager, fleet	1161
Manager, flight	1161
Manager, garage, bus	1161
Manager, operations, flight	1161
Manager, operations, port	1161
Manager, operations, transport	1161
Manager, operations	1161
Manager, operations	1161
Manager, operations	1161
Manager, operations	1161
Manager, pilot	1161
Manager, port	1161
Manager, production	1161
Manager, production	1161
Manager, removals	1161
Manager, service, distribution	1161
Manager, service	1161
Manager, shift	1161
Manager, site	1161
Manager, station	1161
Manager, station	1161
Manager, station	1161
Manager, station	1161
Manager, traffic	1161
Manager, transport, road	1161
Manager, transport	1161
Manager	1161
Manager	1161
Manager	1161
Manager	1161
Manager	1161
Manager	1161
Manager	1161
Manager	1161
Master, berthing	1161
Master, dock	1161
Master, harbour	1161
Master, pier	1161
Master, port	1161
Master, quay	1161
Master, station	1161
Owner	1161
Owner	1161
Stationmaster	1161
Manager, delivery, parcel	1161
Manager, depot	1161
Manager, despatch	1161
Manager, dispatch	1161
Manager, distribution	1161
Manager, divisional	1161
Manager, freight	1161
Manager, terminal	1161
Owner, ship	1161
Owner	1161
Owner	1161
Owner	1161
Owner, service, courier	1161
Owner	1161
Manager, control, materials	1162
Manager, planning, logistics	1162
Head of logistics	1162
Manager, control, stock	1162
Manager, logistics	1162
Manager, logistics and distribution	1162
Manager, materials	1162
Manager, stock	1162
Manager, store, cold	1162
Manager, store	1162
Manager, stores, ship's	1162
Manager, stores	1162
Manager, systems, inventory	1162
Director, logistics	1162
Director	1162
Manager, accounting, stock	1162
Manager, bond	1162
Manager, cargo	1162
Manager, cellar	1162
Manager, cellar	1162
Manager, consignment	1162
Manager, contracts	1162
Manager, control, material	1162
Manager, inventory	1162
Manager, inwards, goods	1162
Manager, operations, depot	1162
Manager, operations	1162
Manager, out, goods	1162
Manager, packaging	1162
Manager, team	1162
Manager, terminal	1162
Manager, terminals, container	1162
Manager, transport and warehouse	1162
Manager, warehouse	1162
Manager, yard	1162
Manager	1162
Manager	1162
Adjutant	1171
Adjutant-General	1171
Admiral	1171
Admiral of the Fleet	1171
Aide-de-Camp	1171
Air-Marshal	1171
Brigadier	1171
Cadet, officer	1171
Captain, ship's	1171
Captain	1171
Chaplain	1171
Colonel	1171
Colonel-Commandant	1171
Commandant	1171
Commander	1171
Commodore	1171
Director	1171
Field-Marshal	1171
Flight-Lieutenant	1171
General	1171
Leader, Squadron	1171
Lieutenant	1171
Lieutenant-Colonel	1171
Lieutenant-Commander	1171
Lieutenant-General	1171
Major	1171
Major-General	1171
Marshal, air	1171
Marshal, field	1171
Marshal of the RAF	1171
Marshal of the Royal Air Force	1171
Midshipman	1171
Officer, army	1171
Officer, commanding	1171
Officer, commando, Marines, Royal	1171
Officer, commissioned	1171
Officer, disposal, bomb	1171
Officer, flag	1171
Officer, flying	1171
Officer, Force, Air, Royal	1171
Officer, Marines, Royal	1171
Officer, medical	1171
Officer, naval, Royal	1171
Officer, Navy, Royal	1171
Officer, pilot	1171
Officer, RAF	1171
Officer, staff, general	1171
Officer	1171
Officer	1171
Quartermaster-General	1171
Squadron-Leader	1171
Sub-Lieutenant	1171
Superintendent	1171
Commander	1172
Commissioner	1172
Constable, chief, assistant	1172
Constable, chief, deputy	1172
Constable, chief	1172
Inspector, chief	1172
Inspector, detective	1172
Inspector, divisional	1172
Inspector, police	1172
Inspector	1172
Officer, CID	1172
Sub-inspector	1172
Superintendent, chief	1172
Superintendent	1172
Captain, fire	1173
Commandant	1173
Commander	1173
Controller, area	1173
Controller, senior	1173
Controller	1173
Firemaster	1173
Inspector, fire	1173
Manager, area	1173
Manager, brigade	1173
Manager, group	1173
Manager, station	1173
Officer, brigade, fire	1173
Officer, chief	1173
Officer, company	1173
Officer, control, fire, principal	1173
Officer, corps, salvage	1173
Officer, district	1173
Officer, divisional	1173
Officer, fire, authority, local	1173
Officer, fire, chief	1173
Officer, fire, divisional	1173
Officer, first	1173
Officer, protection, fire	1173
Officer, salvage, fire	1173
Officer, salvage	1173
Officer, second	1173
Officer, service, fire	1173
Officer, station	1173
Officer, station	1173
Officer, third	1173
Superintendent, fire	1173
Superintendent	1173
Controller	1173
Governor, prison	1173
Governor	1173
Officer, chief	1173
Officer, principal	1173
Officer, prison, chief	1173
Officer, prison, principal	1173
Superintendent	1173
Warder, chief	1173
Inspector, senior	1173
Manager, shift	1173
Officer, fraud, chief	1173
Officer, immigration, chief	1173
Officer, investigating, chief	1173
Officer, investigating, fraud, chief	1173
Officer, investigation, chief	1173
Officer, investigation, fraud, chief	1173
Officer, preventive, chief	1173
Officer, senior	1173
Superintendent	1173
Surveyor	1173
Surveyor of Customs and Excise	1173
Commander	1173
Manager, station	1173
Officer, ambulance, chief	1173
Officer, station	1173
Superintendent	1173
Manager, service, health	1181
Commissioner	1181
Director, non-executive	1181
Director, nursing	1181
Director, operations	1181
Director of clinical services	1181
Director of nursing	1181
Director of nursing services	1181
Manager, centre, postgraduate	1181
Manager, clinical	1181
Manager, district	1181
Manager, general, unit	1181
Manager, governance, clinical	1181
Manager, information	1181
Manager, locality	1181
Manager, operations	1181
Manager, screening, health	1181
Manager, service, hospital	1181
Manager, service	1181
Manager, services, clinical	1181
Manager, services, hospital, area	1181
Manager, services, limb	1181
Manager, site, clinical	1181
Manager, support	1181
Manager, vaccination	1181
Manager	1181
Manager	1181
Manager	1181
Superintendent	1181
Manager, care, health	1181
Manager, care	1181
Manager, healthcare	1181
Manager, sector	1181
Director of social services	1184
Manager, care	1184
Manager, engagement, community	1184
Manager, foyer	1184
Manager, involvement, community	1184
Manager, locality	1184
Manager, people, supporting	1184
Manager, service	1184
Manager, service	1184
Manager, services, children's	1184
Manager, services, community	1184
Manager, services, social	1184
Manager, support	1184
Manager, unit	1184
Manager, work, social	1184
Manager	1184
Manager	1184
Manager, care, community	1184
Secretary, managing	1184
Manager, butcher's	1190
Manager, fishmonger's	1190
Manager, shop, butcher's	1190
Manager, shop, fishmonger's	1190
Director, franchise	1190
Director, managing	1190
Director, retail	1190
Director, technical	1190
Director	1190
Director	1190
Licensee	1190
Manager, area	1190
Manager, bookshop	1190
Manager, branch	1190
Manager, centre, garden	1190
Manager, circulation	1190
Manager, club, clothing	1190
Manager, dairy	1190
Manager, district	1190
Manager, district	1190
Manager, florist	1190
Manager, licence, off	1190
Manager, operations, retail	1190
Manager, operations, wholesale	1190
Manager, operations	1190
Manager, order, mail	1190
Manager, practice	1190
Manager, production	1190
Manager, retail	1190
Manager, room, sales	1190
Manager, room, show	1190
Manager, sales, fleet	1190
Manager, sales	1190
Manager, sales	1190
Manager, service	1190
Manager, shift	1190
Manager, shop, charity	1190
Manager, shop, farm	1190
Manager, shop	1190
Manager, shop	1190
Manager, shop	1190
Manager, shop	1190
Manager, showroom	1190
Manager, site	1190
Manager, stall, book	1190
Manager, station, petrol	1190
Manager, station, service	1190
Manager, store	1190
Manager, stores	1190
Manager, supermarket	1190
Manager, tailor's	1190
Manager, technical	1190
Manager, trade	1190
Manager, wholesale	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager	1190
Manager, shop	1190
Manager, operations	1211
Manager, production	1211
Maker, wine	1211
Manager, farm	1211
Manager, stock, farm	1211
Manager, stock, live	1211
Manager, stock	1211
Manager	1211
Manager	1211
Manager	1211
Manager	1211
Manager	1211
Owner, farm	1211
Owner	1211
Owner	1211
Viticulturist	1211
Manager, nursery	1211
Owner	1211
Manager, farm, fish	1213
Manager, farm, stud	1213
Manager, forest	1213
Manager, forestry	1213
Manager, kennel	1213
Manager, nursery, forest	1213
Manager, stud	1213
Manager, yard, livery	1213
Manager, yard	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Manager	1213
Mariner, master	1213
Master	1213
Owner, boat, fishing	1213
Owner, cattery	1213
Owner, hatchery, fish	1213
Owner, kennels	1213
Owner	1213
Owner	1213
Owner	1213
Owner	1213
Owner	1213
Owner	1213
Owner	1213
Trainer, horse, race	1213
Trainer, racehorse	1213
Owner	1213
Bursar, domestic	1221
Hirer, site, caravan	1221
Hotelier	1221
Keeper, hotel	1221
Keeper, house, boarding	1221
Landlady	1221
Landlord	1221
Manager, accommodation	1221
Manager, accommodations	1221
Manager, boatel	1221
Manager, camp, holiday	1221
Manager, centre, holiday	1221
Manager, club, residential	1221
Manager, farm, health	1221
Manager, flats, holiday	1221
Manager, flats, service	1221
Manager, hall	1221
Manager, hall of residence	1221
Manager, hotel	1221
Manager, house, boarding	1221
Manager, house, guest	1221
Manager, house, lodging	1221
Manager, motel	1221
Manager, park, caravan	1221
Manager, services, hotel	1221
Manager, site, camping	1221
Manager, site, caravan	1221
Manager	1221
Manager	1221
Manager	1221
Manager	1221
Manager	1221
Manager	1221
Manager	1221
Manager	1221
Operator, site, caravan	1221
Owner, flat, holiday	1221
Owner, flats, holiday	1221
Owner, hotel	1221
Owner, house, guest	1221
Owner, park, caravan	1221
Owner, site, camping	1221
Owner, site, caravan	1221
Owner	1221
Owner	1221
Owner	1221
Owner	1221
Owner	1221
Owner	1221
Owner	1221
Steward, college	1221
Steward, hostel	1221
Dealer, fish and chip	1223
Manager, bar, sandwich	1223
Manager, bar, snack	1223
Manager, buffet	1223
Manager, café	1223
Manager, club, refreshment	1223
Manager, club	1223
Manager, district	1223
Manager, operations	1223
Manager, restaurant	1223
Manager, service, food	1223
Manager, services, catering	1223
Manager, services, food	1223
Manager, shift	1223
Manager, shift	1223
Manager, shift	1223
Manager, shift	1223
Manager, shop, fish and chip	1223
Manager, shop	1223
Manager, store	1223
Manager, store	1223
Manager, store	1223
Manager, store	1223
Manager	1223
Manager	1223
Manager	1223
Manager	1223
Manager	1223
Manager	1223
Owner, café	1223
Owner, restaurant	1223
Owner, room, tea	1223
Owner, shop, chip	1223
Owner, shop, coffee	1223
Owner	1223
Owner	1223
Owner	1223
Owner	1223
Owner	1223
Owner	1223
Restaurateur	1223
Retailer	1223
Shopkeeper, fish, fried	1223
Shopkeeper, fish and chip	1223
Shopkeeper	1223
Shopkeeper	1223
Shopkeeper	1223
Manager, retail	1224
Owner, club	1224
Owner	1224
Innkeeper	1224
Keeper, inn	1224
Landlady	1224
Landlord, house, public	1224
Landlord	1224
Licensee, house, public	1224
Licensee	1224
Manager, area	1224
Manager, bar, wine	1224
Manager, house, licensed	1224
Manager, house, public	1224
Manager, licensee	1224
Manager, pub	1224
Manager, shift	1224
Manager	1224
Manager	1224
Owner, bar, wine	1224
Owner, house, public	1224
Owner	1224
Owner	1224
Publican	1224
Publican-licensee	1224
Tenant, house, public	1224
Victualler, licensed	1224
Manager	1225
Owner	1225
Manager	1225
Clerk and steward	1225
Clerk of the course	1225
Director, gallery, art	1225
Director, gallery	1225
Director, operational, bound, outward	1225
Manager, alley, bowling	1225
Manager, arcade, amusement	1225
Manager, baths, sauna	1225
Manager, baths	1225
Manager, bingo	1225
Manager, bound, outward	1225
Manager, broadcasting	1225
Manager, casino	1225
Manager, centre, arts	1225
Manager, centre, bound, outward	1225
Manager, centre, fitness	1225
Manager, centre, leisure	1225
Manager, centre, sports	1225
Manager, cinema	1225
Manager, circuit	1225
Manager, circus	1225
Manager, club, health	1225
Manager, club, social	1225
Manager, club	1225
Manager, course, golf	1225
Manager, entertainment	1225
Manager, fairground	1225
Manager, front of house	1225
Manager, gallery	1225
Manager, ground, cricket	1225
Manager, ground, football	1225
Manager, hall, bingo	1225
Manager, hall, concert	1225
Manager, hall, dance	1225
Manager, house	1225
Manager, leisure	1225
Manager, marina	1225
Manager, museum	1225
Manager, operations	1225
Manager, park, theme	1225
Manager, park	1225
Manager, promotions, sports	1225
Manager, pursuits, outdoor	1225
Manager, racecourse	1225
Manager, rink, skating	1225
Manager, room, ball	1225
Manager, school	1225
Manager, service	1225
Manager, services, leisure	1225
Manager, services, recreation	1225
Manager, sports	1225
Manager, stadium	1225
Manager, stand	1225
Manager, theatre	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Manager	1225
Master, club	1225
Owner, cinema	1225
Owner, circus	1225
Owner, club, night	1225
Owner, club, sports	1225
Owner, hall, dance	1225
Owner, museum	1225
Owner, school, riding	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Owner	1225
Manager	1225
Owner, arcade, amusement	1225
Owner	1225
Director, museum	1225
Director, zoo	1225
Manager, club	1225
Manager	1225
Owner	1225
Manager, agency, travel	1226
Manager, agent, travel	1226
Manager, information, tourist	1226
Manager, operations	1226
Manager, shop	1226
Manager, tourist	1226
Manager, tours	1226
Manager, travel	1226
Manager	1226
Owner, agency, travel	1226
Owner	1226
Manager, practice, veterinary	1241
Manager, practice	1241
Manager, clinic	1241
Manager, fundholding	1241
Manager, holding, fund	1241
Manager, practice, GP	1241
Manager, practice	1241
Manager, practice	1241
Manager, practice	1241
Manager	1241
Manager, residential	1242
Manager, service, care	1242
Manager, service, day	1242
Manager, centre, community	1242
Manager, unit, rehabilitation	1242
Manager, home, nursing	1242
Manager	1242
Owner, home, nursing	1242
Owner	1242
Manager, care, domiciliary	1242
Manager, care, home	1242
Manager, care, residential	1242
Manager, care	1242
Manager, care	1242
Manager, centre, children's	1242
Manager, centre, day	1242
Manager, home, registered	1242
Manager, home	1242
Manager, house	1242
Manager, house	1242
Manager, service	1242
Manager, support	1242
Manager, unit	1242
Manager	1242
Manager	1242
Manager	1242
Manager	1242
Manager of residential home	1242
Officer, principal	1242
Officer, principal	1242
Officer-in-charge	1242
Owner, home, care	1242
Owner, home, convalescent	1242
Owner, home, residential	1242
Owner, home, rest	1242
Owner, home, retirement	1242
Owner	1242
Owner	1242
Owner	1242
Owner	1242
Owner	1242
Manager, building	1251
Manager, site	1251
Manager, branch	1251
Director, land	1251
Factor, estate	1251
Factor, housing	1251
Investor, property	1251
Landlady	1251
Landlord, property	1251
Landlord	1251
Landowner	1251
Manager, agent, estate	1251
Manager, caretaking	1251
Manager, centre, city	1251
Manager, centre, town	1251
Manager, environment	1251
Manager, estate	1251
Manager, estates	1251
Manager, hall, town	1251
Manager, house	1251
Manager, land	1251
Manager, lettings	1251
Manager, markets	1251
Manager, neighbourhood	1251
Manager, property	1251
Manager, relocation	1251
Manager, resident	1251
Manager, sales	1251
Manager, service, property	1251
Manager, services, house	1251
Manager, technical	1251
Manager	1251
Manager	1251
Manager	1251
Manager	1251
Officer, estate	1251
Officer, estates	1251
Owner, agency, letting	1251
Owner, land	1251
Owner, property	1251
Owner	1251
Owner	1251
Owner	1251
Manager, centre, shopping	1251
Head of facilities	1251
Manager, facilities	1251
Manager, housing	1251
Manager, market	1251
Manager, premises	1251
Manager, support, facilities	1251
Director, housing	1251
Manager, auction	1251
Manager	1251
Owner, auction	1251
Developer, property	1251
Manager, shop, body	1252
Manager	1252
Dealer, principal	1252
Director, garage	1252
Manager, bodyshop	1252
Manager, depot, tyre	1252
Manager, engineering	1252
Manager, garage	1252
Manager, production	1252
Manager, workshop	1252
Manager	1252
Manager	1252
Owner, garage	1252
Owner	1252
Owner	1252
Principal, dealer	1252
Manager, branch	1252
Manager, service, motorcycles	1252
Manager, barber's	1253
Manager, hairdresser's	1253
Manager, health and fitness	1253
Manager, shop	1253
Manager, spa	1253
Manager	1253
Manager	1253
Manager	1253
Owner, club, health	1253
Owner, salon, hairdressing	1253
Owner, studio, beauty	1253
Owner, studio, health	1253
Owner	1253
Owner	1253
Owner	1253
Owner	1253
Wholesaler	1254
Owner, station, filling	1254
Owner, station, petrol	1254
Owner	1254
Owner	1254
Merchant, fish	1254
Owner, shop, butcher's	1254
Owner	1254
Owner	1254
Retailer, fish	1254
Shopkeeper	1254
Vendor, horsemeat	1254
Agent, news	1254
Agent, newspaper	1254
Bookseller, antiquarian	1254
Chandler	1254
Cheesemonger	1254
Clothier	1254
Clothier and outfitter	1254
Confectioner and tobacconist	1254
Dealer, accessories, motor	1254
Dealer, antique	1254
Dealer, antiques	1254
Dealer, art	1254
Dealer, book	1254
Dealer, car	1254
Dealer, cattle	1254
Dealer, game	1254
Dealer, livestock	1254
Dealer, motor	1254
Dealer, pig	1254
Dealer, poultry	1254
Dealer, sheep	1254
Dealer, stamp	1254
Dealer, store, marine	1254
Dealer, tyre	1254
Dealer	1254
Distributor	1254
Draper	1254
Factor, coal	1254
Factor, motor	1254
Fruiterer	1254
Furnisher	1254
Furrier	1254
Greengrocer	1254
Grocer	1254
Haberdasher	1254
Hatter	1254
Holder, stock, steel	1254
Hosier	1254
Hosier and haberdasher	1254
Ironmonger	1254
Jeweller, retail	1254
Jeweller	1254
Keeper, stall, book	1254
Keeper, store, drug	1254
Keeper, store, general	1254
Licensee	1254
Mercer	1254
Merchant, agricultural	1254
Merchant, builders'	1254
Merchant, coal	1254
Merchant, glass	1254
Merchant, timber	1254
Merchant, wine	1254
Milliner	1254
Newsagent	1254
Numismatist	1254
Off-licensee	1254
Outfitter	1254
Owner, centre, garden	1254
Owner, shop, florist	1254
Owner, shop, retail	1254
Owner, store, drug	1254
Owner, store, general	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Owner	1254
Philatelist	1254
Retailer, fashion	1254
Retailer	1254
Seedsman	1254
Seller, book, antiquarian	1254
Seller, eBay	1254
Seller, map	1254
Shopkeeper	1254
Specialist, book, antiquarian	1254
Stationer	1254
Stockholder, steel	1254
Supplier	1254
Tailor, merchant	1254
Tobacconist	1254
Trader, eBay	1254
Trader, motor	1254
Trader	1254
Victualler, licensed	1254
Owner	1254
Merchant, potato	1254
Manager	1254
Manager, operations	1255
Manager, site, landfill	1255
Manager	1255
Manager	1255
Manager	1255
Manager, cleansing	1255
